ReviewID,CustomerID,ProductID,SaleID,Rating,ReviewText,ReviewDate
074cc75c-c242-41f9-a4c9-8b2102f3c3e2,e817c005-6c2b-46a1-9dcb-e5f968a0d5bb,359b1cb6-ff8d-454a-9459-e57d0bf8877b,af776706-68d4-40a3-a18f-d483605f7260,5,Great quality and fast delivery!,2024-03-26 07:10:47
cba0f2ee-2527-4f40-af5b-f991a5257644,08ad6597-bc35-4634-bcf5-769fe9685464,181e5cab-5b2e-4ad2-80d3-76ff071c3cf3,9e5f12da-9535-411e-88f8-0d017f5a845e,4,"Excellent product, will buy again.",2023-10-26 20:14:11
1f74d69f-831c-4acc-bc7f-3eb3bbe260a0,ae89c49a-fa7c-4722-9a30-f27e16032eb9,59155b86-7cc1-4810-b9c6-f08472a59546,ff1865ed-a181-476b-bc3f-942d4030dadd,2,Wouldn’t recommend.,2023-03-18 21:44:40
18ce848e-c1a1-4d83-bc6b-71656ba373e2,835086ca-b85e-4c23-b398-70e5a7723e78,d89522d1-0e94-4b08-ac14-56b9574615f6,6c0a5867-3047-4961-9d32-6e2fd4622f57,5,"Excellent product, will buy again.",2025-02-16 13:38:17
dac34f1a-80d4-4272-9a88-85f3e6fb3fbe,95c2f820-076d-4efb-b36b-5a9a3254670d,5f144f12-1452-45b7-829e-c9c454840411,eb6c5fdf-29f4-4eca-a8bb-77cd51287e5c,3,"It’s okay, nothing special.",2025-07-20 12:49:09
8eaf2e3f-99c0-46b8-8f1f-2b36423c8009,e4c0266c-8931-461b-a972-60b74da096b1,e8f78d00-733e-4702-b7f7-614036b0404f,5d4c9f3d-673d-4f92-8bb3-1e6c8334e2a9,5,Great quality and fast delivery!,2025-06-13 22:14:06
de87b0d0-fe38-44c8-bd3a-323f275d7799,25bc7146-016b-4bac-8ed2-f268f7e33a7a,370f25bc-4608-4a75-b2b9-ed09b454cc75,5af796e5-3603-4a70-90f9-d0be04957a7a,4,"Excellent product, will buy again.",2025-04-29 20:32:28
3cf61b24-3cbd-4360-a8dc-146669ff4767,41175e74-5f06-4dc9-a6f6-0a1616679804,d56f8ae4-d3b0-4e9c-aee1-34b81f6be710,bfeab980-ff1c-4c81-8b06-57c2444f0783,2,Arrived late and damaged.,2024-12-18 19:54:33
3b59a246-c807-471f-983e-78f105ee3149,b440262f-0320-4297-9887-eed3802c4b72,63636310-eb00-4ce5-befe-51297046553b,7104784c-1463-49f6-8885-85717decad5b,5,Good value for money.,2024-02-10 21:46:43
45e3b072-4e1f-4741-b273-ff32319933b2,c1aad9ee-9435-4ec5-8529-df16d0bc42ac,465a6e9e-10d0-4935-82f6-06e45a18e803,debb11df-d0a2-43c9-898a-3e464b34e216,3,Meets expectations.,2024-12-29 20:06:22
baf3e60e-3e61-48cc-9b63-fad30a6c9b4d,56707f39-71bf-400a-925b-ea047ee008e8,f1e4250b-b5ab-4768-a98e-52be2424a0f3,6c6d6c2d-d47f-4891-b754-4a6f3f5a86b9,4,Good value for money.,2024-02-24 22:59:48
f98687ed-ff78-492b-a44f-a06ce6353e3d,f93e5fb0-5b43-42f8-b488-83452a1f0810,9ca381fb-3cef-4a7b-ab2c-a8e2d6498837,11187d71-628c-4b1b-a10b-92148a7674e7,5,Very satisfied with the purchase.,2022-11-11 19:33:23
584ba04f-2956-418c-ab2a-d66d58510684,a5b41b15-e4b7-4190-9baa-0a6967e52115,5a876560-94c6-4cc1-9378-d2b170a604c3,9eb39aae-c334-4b4e-8214-bc52a750936b,3,Average experience.,2022-12-09 06:14:30
e869b01c-00c7-41db-9c2d-bbdc9430fb9c,d5b030ea-a4f3-45f7-a400-0db46fe18e31,dce48ad0-c83a-45f2-97e7-06fd19d936b0,f2417d2e-e9c0-424a-a2f9-5114014336aa,4,"Excellent product, will buy again.",2024-12-24 06:34:24
8132df59-d457-4c9f-ad4c-f385ff805484,f31023cb-d231-4ee4-a8ac-afbdf72e3f03,a306885e-20bc-4625-81e0-4c101259b2e1,7a52feee-f26e-4957-ab55-2203d1869466,4,Very satisfied with the purchase.,2024-09-18 11:45:39
2ce27c1a-3d4d-445a-bd8f-ec9227b2884c,0c8b0745-dd6e-4206-badf-b8f78287916c,527ac532-d3c4-4dba-9b33-e5c1c59041cd,715bffbe-6b2f-4c50-b00e-2a1f036822d8,5,Good value for money.,2023-04-02 02:16:34
a22722b4-b44b-485b-a954-1404d2075801,6a15b34f-756d-4dd9-a194-7b49539183aa,e84eeeca-3e6f-49d1-bd52-7caac77c73e7,de50355a-e665-4d92-a8e5-4a9d713873d7,4,Good value for money.,2024-11-02 09:52:32
07e73445-202b-49dc-8469-9051d03f085e,600c290d-20f8-4590-aa7a-43849ed64f1a,189bebd5-1c54-4cce-9e41-6be05bfc59ca,4249c451-919f-4812-add5-c566521eca23,1,Arrived late and damaged.,2023-08-20 19:59:36
8ba79f66-74bd-4b5b-bb97-530b26f34458,22debc48-9571-4865-8740-13cd7ab36bca,b59d9805-0ab0-444b-9794-015106f35adf,1e5e9d53-73d0-4be5-a48c-3a3ab100e86a,5,Great quality and fast delivery!,2025-04-23 18:35:57
292e9a24-27a4-4174-a7c9-3b8fced0aa4b,d3710a0c-5ff8-4287-8f06-a1e92d1066a4,813e966c-4937-4446-80b4-f481000dc849,048fb8b6-dfc2-4b79-ac4d-d00bdf7c244e,3,"It’s okay, nothing special.",2024-12-29 12:07:49
d9a44e9f-5231-4bba-8391-412e5a149bde,41175e74-5f06-4dc9-a6f6-0a1616679804,6f756b13-55ef-4d2f-a527-ac6d3ff5cae6,dde72e31-3915-40aa-a80c-133e28092041,4,"Excellent product, will buy again.",2023-12-31 16:32:41
2af8219c-eec4-47b2-8a83-d169e2d2ab88,cb7bcfd6-7554-4659-a53e-40a4d9b621af,fd4ada39-dd2a-4e16-840a-0adb76009e0c,beb6a23c-a765-45b8-94a4-dc2dca6fef19,4,Very satisfied with the purchase.,2023-08-12 15:52:58
5faf2e82-5d61-40cb-8c3d-72143ff59913,2f375f31-1dd7-4983-b8c0-85123e50e2c2,18f9a30c-fef8-468b-98d4-389de951daa0,f4bedbda-18b9-4fd5-9c61-c8aaff1cc373,5,Good value for money.,2024-06-24 14:26:10
fdaee3d0-8453-43a7-b59d-a9a5ad2fc8ef,d5b030ea-a4f3-45f7-a400-0db46fe18e31,9d28dc4b-58a9-4111-ba5f-d1cfa5133f7a,3f778102-6b37-419e-91e6-f0f98150af08,3,Meets expectations.,2025-05-23 06:09:24
11eebf70-a4d8-4248-886d-ca84a5c3049a,dc4ead5d-ada6-46af-aa08-2d12fb5e2323,2654c07a-2cb1-4fdd-96b3-48b517c1df53,6da90283-8c78-40a3-9b9b-6fd606f969ee,1,Arrived late and damaged.,2023-01-13 23:12:02
7c9fae86-4d77-451e-97a0-2d056c779452,77910a37-5eb8-49b3-86f1-86009cf7fa3a,bbb5ff31-7072-4394-8e6d-a048adc6f240,92e57ae7-50f3-4b9c-b4ec-0151e6c5ccde,3,Meets expectations.,2025-03-19 08:17:42
57fccc68-177e-4c90-a56e-7260ff08f9e9,2202e511-51f6-49a6-9b5f-d293e1fdf5d0,817b4037-eda2-4841-aaab-31734481ae5a,76b5c3b1-e5a3-4279-a0dc-7176cf75b547,4,Great quality and fast delivery!,2025-09-08 13:35:30
c9f30178-2239-451d-b78f-59f8e37b5167,d66f9f17-cc48-4ea7-ae35-bebae86d088d,a913141b-b315-4331-a4d9-9505fb60d644,a108f1d4-31b1-4c38-8dcc-e960e2bf7ba7,5,Very satisfied with the purchase.,2024-08-01 03:46:04
f4b02b61-d423-4e32-aca1-c7a4f6028034,77156635-ce80-44b6-babd-7908414f3bcc,baaa3ae5-5667-4d2b-a699-9ce80e7ceea3,70223db7-60b8-4ecc-a481-2b7a56bdc87e,5,"Excellent product, will buy again.",2025-04-15 02:32:49
672be5b9-2ab1-42ec-88e9-0e70303012c0,09cfdf5d-3a73-46ac-8a7e-e7c38e3a7e08,817b4037-eda2-4841-aaab-31734481ae5a,d947f3a1-9b24-4bef-b0cf-28f6efd71408,4,Good value for money.,2024-01-12 15:44:57
765d0774-e339-4272-8a70-a80772d07934,b84a4a6f-9d0a-4d8f-8a37-145ae2c0c91c,1aa0b90a-d035-4a4c-8fff-38c9ea4e549d,5fddf1de-1775-4965-9f4f-856e900a2e67,4,Great quality and fast delivery!,2025-07-13 04:24:44
ecb18aa1-0416-4277-ae76-4611b5c0b5b5,954f027c-ab15-4c57-9dba-ec6e4509896d,d17c7d0c-61c3-41b6-a9b1-123739c7d004,13805961-ff95-4f3e-939e-7363620d244f,2,Arrived late and damaged.,2022-04-28 14:58:41
acb89f7d-b15e-4b56-96e2-ab10a7b39a25,879246bc-72c6-40b8-84bb-f82c0a87f54d,bf7d6123-3d19-4641-b0a6-7ef0694b7bf8,ea3c4ce5-2a12-4ad1-8159-fa00942606ff,4,Good value for money.,2022-06-29 04:28:26
216bce80-4e36-4639-a04f-08cb9f9c4e28,2c5a578f-a4d6-4ca3-b8b6-02e3833aebac,63b2579f-1720-4de5-bf69-ecd551046c35,be932523-549f-4674-b7ed-b8344e40e4a8,4,Loved it!,2023-08-30 12:22:18
e1f98620-f876-4667-9dfa-cc92d01aa1be,355da488-3fda-48c8-a123-264851188d3d,65455c02-b071-4513-b2ac-941f74f4c828,4f0c1bcf-3d60-43ee-90a2-20c8a86c9016,5,Great quality and fast delivery!,2024-11-28 02:15:30
0cc9cea9-45ca-4453-90f9-0eadc261090b,616868ed-499b-4c09-8bb5-b816ef55594f,d338a2d5-5689-42ee-beac-de08941766bd,4bbef70b-ba32-426c-a0a9-3107aefceac9,4,Very satisfied with the purchase.,2025-06-01 21:50:31
